ID;Projeto;Estado de origem;Estado de destino;Data;Label;Valor (R$)
3552;Projeto fictício 3552 - Energia limpa;DF;PE;2024-09-26;Concluído;1987566.67
3553;Projeto fictício 3553 - Biotecnologia;RS;RS;2024-12-11;Concluído;174246.59
3554;Projeto fictício 3554 - Saúde digital;DF;CE;2022-11-26;Concluído;4153135.76
3555;Projeto fictício 3555 - Agricultura;SP;SP;2025-04-19;Validação;3888813.51
3556;Projeto fictício 3556 - Biotecnologia;PR;AC;2024-09-24;Prototipagem;5005780.54
3557;Projeto fictício 3557 - Biotecnologia;SP;AM;2025-04-14;Pesquisa;3580674.99
3558;Projeto fictício 3558 - Indústria 4.0;PR;AC;2024-07-05;Pesquisa;4786271.14
3559;Projeto fictício 3559 - Biotecnologia;PE;RS;2024-06-01;Pesquisa;1437808.58
3560;Projeto fictício 3560 - Agricultura;DF;SP;2021-10-09;Desenvolvimento;860717.56
3561;Projeto fictício 3561 - Energia limpa;BA;CE;2022-05-31;Desenvolvimento;415787.28
3562;Projeto fictício 3562 - Energia limpa;PR;GO;2021-08-21;Prototipagem;2044654.21
3563;Projeto fictício 3563 - Indústria 4.0;AM;CE;2023-10-28;Pesquisa;2756076.67
3564;Projeto fictício 3564 - Energia limpa;CE;GO;2021-09-13;Concluído;1784369.76
3565;Projeto fictício 3565 - Indústria 4.0;CE;RS;2021-07-18;Prototipagem;2431914.02
3566;Projeto fictício 3566 - Biotecnologia;PR;PR;2026-02-07;Pesquisa;1368740.27
3567;Projeto fictício 3567 - Saúde digital;AC;RJ;2025-06-06;Desenvolvimento;1299002.09
3568;Projeto fictício 3568 - Agricultura;PR;AM;2025-04-20;Prototipagem;4625126.88
3569;Projeto fictício 3569 - Agricultura;DF;AM;2025-02-15;Concluído;3596485.23
3570;Projeto fictício 3570 - Energia limpa;SP;PE;2022-12-28;Pesquisa;4364247.57
3571;Projeto fictício 3571 - Energia limpa;BA;PR;2024-07-16;Prototipagem;4042120.27
3572;Projeto fictício 3572 - Biotecnologia;AC;MG;2023-06-11;Desenvolvimento;5756623.97
3573;Projeto fictício 3573 - Agricultura;CE;AC;2025-02-14;Validação;1629967.38
3574;Projeto fictício 3574 - Indústria 4.0;PR;CE;2023-09-18;Pesquisa;1747813.72
3575;Projeto fictício 3575 - Energia limpa;CE;PE;2026-06-28;Validação;2315875.57
3576;Projeto fictício 3576 - Indústria 4.0;PE;GO;2021-09-10;Desenvolvimento;5027756.81
3577;Projeto fictício 3577 - Saúde digital;BA;SP;2025-08-27;Concluído;330675.25
3578;Projeto fictício 3578 - Indústria 4.0;PR;CE;2021-07-19;Pesquisa;2023334.36
3579;Projeto fictício 3579 - Indústria 4.0;RS;BA;2022-05-22;Prototipagem;3638724.17
3580;Projeto fictício 3580 - Agricultura;RJ;PR;2024-10-25;Pesquisa;2662592.20
3581;Projeto fictício 3581 - Energia limpa;AM;BA;2022-10-28;Concluído;2605782.41
3582;Projeto fictício 3582 - Energia limpa;PR;AC;2026-07-21;Validação;3989800.11
3583;Projeto fictício 3583 - Energia limpa;SP;RJ;2023-06-18;Concluído;574770.95
3584;Projeto fictício 3584 - Biotecnologia;CE;BA;2021-09-19;Pesquisa;1529928.33
3585;Projeto fictício 3585 - Biotecnologia;MG;DF;2024-10-01;Concluído;3974493.27
3586;Projeto fictício 3586 - Biotecnologia;CE;SP;2024-04-03;Desenvolvimento;2951889.49
3587;Projeto fictício 3587 - Biotecnologia;BA;BA;2026-01-17;Desenvolvimento;5199175.51
3588;Projeto fictício 3588 - Agricultura;CE;AC;2021-04-25;Pesquisa;4385083.34
3589;Projeto fictício 3589 - Agricultura;PR;DF;2023-11-17;Concluído;797007.42
3590;Projeto fictício 3590 - Saúde digital;RJ;SP;2021-04-15;Pesquisa;4535309.06
3591;Projeto fictício 3591 - Indústria 4.0;RS;PR;2024-02-08;Concluído;5201876.87
3592;Projeto fictício 3592 - Biotecnologia;AM;BA;2026-07-12;Prototipagem;5416769.66
3593;Projeto fictício 3593 - Agricultura;AM;CE;2024-12-01;Prototipagem;4921325.88
3594;Projeto fictício 3594 - Indústria 4.0;AM;AM;2022-12-11;Validação;2117957.58
3595;Projeto fictício 3595 - Energia limpa;BA;SP;2021-01-05;Concluído;3222363.75
3596;Projeto fictício 3596 - Biotecnologia;BA;MG;2025-07-31;Prototipagem;4819316.00
3597;Projeto fictício 3597 - Biotecnologia;AC;BA;2022-03-04;Validação;806366.08
3598;Projeto fictício 3598 - Saúde digital;SP;RJ;2026-02-27;Validação;2953135.95
3599;Projeto fictício 3599 - Saúde digital;PE;CE;2025-01-19;Validação;39895.36
3600;Projeto fictício 3600 - Agricultura;AC;BA;2022-07-19;Desenvolvimento;1708031.97
3601;Projeto fictício 3601 - Energia limpa;PR;GO;2025-09-14;Pesquisa;3363278.09
3602;Projeto fictício 3602 - Agricultura;AC;MG;2026-07-01;Validação;2557896.20
3603;Projeto fictício 3603 - Indústria 4.0;AM;GO;2021-10-06;Validação;1211955.21
3604;Projeto fictício 3604 - Saúde digital;BA;AC;2021-12-20;Prototipagem;1652755.02
3605;Projeto fictício 3605 - Indústria 4.0;PR;RJ;2023-09-10;Desenvolvimento;3193213.10
3606;Projeto fictício 3606 - Biotecnologia;MG;PE;2021-10-15;Pesquisa;520833.24
3607;Projeto fictício 3607 - Biotecnologia;BA;RJ;2022-10-03;Pesquisa;5952597.91
3608;Projeto fictício 3608 - Biotecnologia;CE;AC;2024-10-02;Pesquisa;719672.39
3609;Projeto fictício 3609 - Saúde digital;DF;PE;2022-06-18;Prototipagem;662884.74
3610;Projeto fictício 3610 - Biotecnologia;RS;RJ;2021-01-16;Desenvolvimento;3334429.58
3611;Projeto fictício 3611 - Saúde digital;BA;PR;2025-03-17;Concluído;967435.42
3612;Projeto fictício 3612 - Biotecnologia;PR;GO;2022-07-19;Prototipagem;3426027.11
3613;Projeto fictício 3613 - Energia limpa;SP;BA;2023-04-13;Validação;197046.19
3614;Projeto fictício 3614 - Biotecnologia;MG;PR;2026-09-22;Validação;2640228.77
3615;Projeto fictício 3615 - Indústria 4.0;AC;RJ;2024-01-15;Validação;5908159.55
3616;Projeto fictício 3616 - Indústria 4.0;RJ;RS;2026-01-26;Prototipagem;930896.77
3617;Projeto fictício 3617 - Biotecnologia;SP;BA;2025-01-10;Desenvolvimento;3451552.22
3618;Projeto fictício 3618 - Agricultura;SP;RJ;2023-09-13;Concluído;4739676.60
3619;Projeto fictício 3619 - Biotecnologia;PE;BA;2021-06-10;Validação;5164276.76
3620;Projeto fictício 3620 - Biotecnologia;GO;CE;2021-04-14;Desenvolvimento;4022993.66
3621;Projeto fictício 3621 - Agricultura;AC;BA;2024-12-16;Pesquisa;458274.02
3622;Projeto fictício 3622 - Energia limpa;PR;AM;2024-12-27;Validação;1914692.28
3623;Projeto fictício 3623 - Agricultura;DF;DF;2023-08-22;Concluído;1573780.60
3624;Projeto fictício 3624 - Energia limpa;SP;CE;2026-08-29;Pesquisa;1719761.96
3625;Projeto fictício 3625 - Energia limpa;DF;BA;2026-05-05;Pesquisa;1259062.28
3626;Projeto fictício 3626 - Indústria 4.0;GO;DF;2026-06-05;Pesquisa;1227777.88
3627;Projeto fictício 3627 - Indústria 4.0;GO;PE;2021-09-10;Desenvolvimento;3940348.40
3628;Projeto fictício 3628 - Saúde digital;AM;RS;2024-04-03;Prototipagem;3514888.43
3629;Projeto fictício 3629 - Energia limpa;SP;PE;2025-12-21;Concluído;833797.42
3630;Projeto fictício 3630 - Indústria 4.0;CE;BA;2026-03-30;Concluído;3792493.98
3631;Projeto fictício 3631 - Agricultura;SP;RJ;2025-12-22;Prototipagem;5132374.30
3632;Projeto fictício 3632 - Indústria 4.0;BA;CE;2021-11-05;Concluído;872683.22
3633;Projeto fictício 3633 - Energia limpa;RS;DF;2025-04-13;Pesquisa;4104177.01
3634;Projeto fictício 3634 - Indústria 4.0;PE;MG;2022-09-10;Prototipagem;4553728.43
3635;Projeto fictício 3635 - Agricultura;DF;DF;2023-02-03;Pesquisa;1681603.47
3636;Projeto fictício 3636 - Biotecnologia;AC;PR;2022-09-25;Desenvolvimento;3663281.07
3637;Projeto fictício 3637 - Biotecnologia;PE;RJ;2025-03-18;Prototipagem;1385263.22
3638;Projeto fictício 3638 - Saúde digital;PE;PR;2026-01-26;Concluído;2198173.66
3639;Projeto fictício 3639 - Agricultura;PE;RS;2022-08-12;Concluído;3470406.87
3640;Projeto fictício 3640 - Biotecnologia;GO;CE;2026-06-22;Concluído;3317717.02
3641;Projeto fictício 3641 - Energia limpa;BA;AM;2021-06-23;Desenvolvimento;798012.58
3642;Projeto fictício 3642 - Saúde digital;PR;MG;2024-08-17;Pesquisa;859665.60
3643;Projeto fictício 3643 - Agricultura;AM;BA;2025-04-30;Validação;653305.44
3644;Projeto fictício 3644 - Energia limpa;PE;MG;2021-08-11;Concluído;1656854.90
3645;Projeto fictício 3645 - Saúde digital;RJ;AC;2025-03-19;Validação;4742928.42
3646;Projeto fictício 3646 - Energia limpa;RS;PE;2023-07-07;Validação;140953.12
3647;Projeto fictício 3647 - Energia limpa;BA;PR;2021-03-14;Desenvolvimento;1214734.47
3648;Projeto fictício 3648 - Biotecnologia;DF;BA;2024-01-02;Pesquisa;3459938.37
3649;Projeto fictício 3649 - Indústria 4.0;GO;RS;2021-07-27;Concluído;3318546.67
3650;Projeto fictício 3650 - Saúde digital;SP;AC;2021-12-11;Pesquisa;516536.18
3651;Projeto fictício 3651 - Saúde digital;PE;CE;2023-03-08;Pesquisa;2712810.49
3652;Projeto fictício 3652 - Saúde digital;RS;AC;2023-01-11;Prototipagem;5739581.19
3653;Projeto fictício 3653 - Energia limpa;AM;SP;2024-01-20;Desenvolvimento;3581753.30
3654;Projeto fictício 3654 - Indústria 4.0;BA;DF;2022-06-12;Desenvolvimento;2372340.70
3655;Projeto fictício 3655 - Saúde digital;BA;MG;2025-11-02;Pesquisa;1157231.84
3656;Projeto fictício 3656 - Agricultura;GO;RJ;2021-08-17;Desenvolvimento;3402516.74
3657;Projeto fictício 3657 - Biotecnologia;AC;PR;2024-01-20;Prototipagem;2749286.09
3658;Projeto fictício 3658 - Energia limpa;BA;RS;2024-04-15;Pesquisa;5538359.07
3659;Projeto fictício 3659 - Energia limpa;MG;AC;2023-01-04;Concluído;3010985.19
3660;Projeto fictício 3660 - Agricultura;AM;RJ;2023-12-15;Concluído;1257470.37
3661;Projeto fictício 3661 - Biotecnologia;RJ;CE;2023-10-22;Concluído;3861132.91
3662;Projeto fictício 3662 - Energia limpa;BA;RJ;2022-11-28;Concluído;5882802.50
3663;Projeto fictício 3663 - Agricultura;RS;BA;2021-11-14;Prototipagem;5619768.65
3664;Projeto fictício 3664 - Agricultura;AC;CE;2024-07-14;Prototipagem;3696078.39
3665;Projeto fictício 3665 - Agricultura;AC;PE;2023-12-22;Desenvolvimento;4728153.50
3666;Projeto fictício 3666 - Energia limpa;GO;BA;2023-06-08;Validação;4254974.95
3667;Projeto fictício 3667 - Indústria 4.0;RS;PR;2021-03-30;Desenvolvimento;2887503.91
3668;Projeto fictício 3668 - Biotecnologia;RS;BA;2024-09-27;Validação;5370161.24
3669;Projeto fictício 3669 - Agricultura;DF;MG;2024-01-02;Validação;4922504.17
3670;Projeto fictício 3670 - Indústria 4.0;PR;PE;2022-11-22;Validação;44843.06
3671;Projeto fictício 3671 - Indústria 4.0;AC;MG;2024-01-16;Pesquisa;2573759.59
3672;Projeto fictício 3672 - Agricultura;RS;MG;2024-12-09;Validação;1273007.29
3673;Projeto fictício 3673 - Agricultura;CE;RS;2025-12-31;Prototipagem;3322789.13
3674;Projeto fictício 3674 - Agricultura;CE;GO;2022-01-09;Validação;1896374.50
3675;Projeto fictício 3675 - Energia limpa;BA;CE;2022-09-07;Prototipagem;1514802.19
3676;Projeto fictício 3676 - Agricultura;BA;DF;2024-06-22;Pesquisa;3264523.41
3677;Projeto fictício 3677 - Saúde digital;BA;PR;2026-07-08;Pesquisa;92895.94
3678;Projeto fictício 3678 - Energia limpa;GO;MG;2026-06-27;Validação;2018759.30
3679;Projeto fictício 3679 - Biotecnologia;BA;BA;2023-08-06;Prototipagem;4340188.88
3680;Projeto fictício 3680 - Energia limpa;BA;GO;2026-08-31;Pesquisa;4520638.42
3681;Projeto fictício 3681 - Agricultura;DF;BA;2025-04-08;Pesquisa;216371.46
3682;Projeto fictício 3682 - Saúde digital;RJ;AM;2021-12-19;Concluído;3631345.39
3683;Projeto fictício 3683 - Agricultura;RJ;PE;2023-05-22;Desenvolvimento;4288292.26
3684;Projeto fictício 3684 - Agricultura;BA;CE;2024-05-29;Pesquisa;5540210.57
3685;Projeto fictício 3685 - Agricultura;AM;BA;2023-07-09;Desenvolvimento;1042074.87
3686;Projeto fictício 3686 - Agricultura;CE;DF;2023-10-08;Pesquisa;4657037.15
3687;Projeto fictício 3687 - Agricultura;BA;PR;2022-07-11;Desenvolvimento;5931822.13
3688;Projeto fictício 3688 - Saúde digital;PE;MG;2026-09-11;Prototipagem;3884723.88
3689;Projeto fictício 3689 - Energia limpa;GO;RS;2025-07-25;Pesquisa;3294949.89
3690;Projeto fictício 3690 - Energia limpa;RS;MG;2024-11-08;Concluído;5579412.53
3691;Projeto fictício 3691 - Saúde digital;RS;CE;2025-12-13;Validação;2343867.70
3692;Projeto fictício 3692 - Indústria 4.0;DF;PR;2023-09-27;Validação;2951532.51
3693;Projeto fictício 3693 - Indústria 4.0;PR;AC;2021-04-18;Pesquisa;5111732.32
3694;Projeto fictício 3694 - Indústria 4.0;GO;MG;2023-09-19;Desenvolvimento;441032.00
3695;Projeto fictício 3695 - Saúde digital;RS;AM;2024-08-23;Prototipagem;3018139.87
3696;Projeto fictício 3696 - Saúde digital;DF;GO;2022-12-31;Validação;468866.05
3697;Projeto fictício 3697 - Indústria 4.0;RJ;AC;2026-03-24;Concluído;5665209.59
3698;Projeto fictício 3698 - Agricultura;RJ;AM;2024-03-19;Pesquisa;1791988.40
3699;Projeto fictício 3699 - Indústria 4.0;SP;RJ;2021-01-09;Validação;445268.05
3700;Projeto fictício 3700 - Agricultura;CE;AC;2026-04-22;Prototipagem;4402147.49
3701;Projeto fictício 3701 - Agricultura;DF;CE;2021-08-25;Desenvolvimento;432523.54
3702;Projeto fictício 3702 - Saúde digital;GO;MG;2026-03-02;Concluído;5049760.59
3703;Projeto fictício 3703 - Agricultura;AC;AC;2023-08-01;Prototipagem;611354.54
3704;Projeto fictício 3704 - Saúde digital;AC;BA;2026-02-22;Validação;3484124.03
3705;Projeto fictício 3705 - Energia limpa;MG;RJ;2024-05-07;Validação;4072527.29
3706;Projeto fictício 3706 - Energia limpa;SP;CE;2022-02-09;Validação;5773977.14
3707;Projeto fictício 3707 - Energia limpa;PR;DF;2025-07-29;Validação;5746766.90
3708;Projeto fictício 3708 - Biotecnologia;AM;DF;2023-02-04;Desenvolvimento;4413369.68
3709;Projeto fictício 3709 - Agricultura;AC;AM;2021-03-23;Validação;1528432.29
3710;Projeto fictício 3710 - Biotecnologia;SP;AC;2026-09-10;Pesquisa;1162612.52
3711;Projeto fictício 3711 - Saúde digital;AC;DF;2023-10-28;Pesquisa;4648632.32
3712;Projeto fictício 3712 - Agricultura;RJ;RJ;2023-01-29;Desenvolvimento;2853180.32
3713;Projeto fictício 3713 - Agricultura;DF;GO;2024-10-29;Pesquisa;2840181.63
3714;Projeto fictício 3714 - Biotecnologia;RJ;CE;2021-11-26;Validação;4947883.15
3715;Projeto fictício 3715 - Biotecnologia;DF;RJ;2025-04-11;Concluído;2542138.77
3716;Projeto fictício 3716 - Energia limpa;RJ;PE;2026-08-04;Concluído;3472399.89
3717;Projeto fictício 3717 - Biotecnologia;GO;RJ;2022-03-24;Concluído;4703211.03
3718;Projeto fictício 3718 - Biotecnologia;RS;CE;2024-02-11;Validação;3011306.26
3719;Projeto fictício 3719 - Indústria 4.0;AC;GO;2023-05-11;Validação;4976631.37
3720;Projeto fictício 3720 - Biotecnologia;PE;DF;2024-08-02;Prototipagem;4881130.46
3721;Projeto fictício 3721 - Saúde digital;RJ;RS;2025-03-11;Prototipagem;1914069.42
3722;Projeto fictício 3722 - Indústria 4.0;RS;MG;2025-03-23;Pesquisa;1915440.07
3723;Projeto fictício 3723 - Biotecnologia;DF;AC;2024-03-27;Prototipagem;5422141.13
3724;Projeto fictício 3724 - Agricultura;CE;RJ;2021-09-10;Pesquisa;3990631.82
3725;Projeto fictício 3725 - Biotecnologia;GO;PE;2026-05-31;Prototipagem;3400487.34
3726;Projeto fictício 3726 - Agricultura;RJ;AC;2024-03-17;Prototipagem;119530.51
3727;Projeto fictício 3727 - Indústria 4.0;RJ;AC;2026-05-04;Validação;245242.45
3728;Projeto fictício 3728 - Biotecnologia;PR;BA;2023-11-28;Concluído;249160.14
3729;Projeto fictício 3729 - Indústria 4.0;SP;RJ;2022-06-19;Validação;4652511.21
3730;Projeto fictício 3730 - Indústria 4.0;PR;CE;2026-05-27;Prototipagem;4395592.44
3731;Projeto fictício 3731 - Energia limpa;RS;PR;2025-06-22;Desenvolvimento;4312882.84
3732;Projeto fictício 3732 - Agricultura;RS;SP;2024-05-24;Concluído;891185.99
3733;Projeto fictício 3733 - Saúde digital;AC;AC;2022-01-03;Pesquisa;4460346.16
3734;Projeto fictício 3734 - Indústria 4.0;PR;PR;2025-05-04;Desenvolvimento;2713338.26
3735;Projeto fictício 3735 - Saúde digital;BA;AM;2023-01-26;Validação;1358865.49
3736;Projeto fictício 3736 - Saúde digital;CE;CE;2021-05-21;Validação;3119073.32
3737;Projeto fictício 3737 - Indústria 4.0;AM;GO;2024-09-21;Desenvolvimento;378024.60
3738;Projeto fictício 3738 - Saúde digital;BA;GO;2022-03-26;Desenvolvimento;5069982.83
3739;Projeto fictício 3739 - Saúde digital;CE;CE;2026-07-04;Desenvolvimento;1939964.28
3740;Projeto fictício 3740 - Energia limpa;PE;BA;2024-01-14;Validação;5956653.45
3741;Projeto fictício 3741 - Energia limpa;BA;BA;2026-02-24;Concluído;1428886.80
3742;Projeto fictício 3742 - Saúde digital;SP;MG;2026-04-20;Prototipagem;4987054.84
3743;Projeto fictício 3743 - Indústria 4.0;RJ;AM;2021-03-15;Concluído;2482904.87
3744;Projeto fictício 3744 - Biotecnologia;GO;RS;2026-04-09;Pesquisa;2417525.73
3745;Projeto fictício 3745 - Saúde digital;PE;RJ;2025-12-01;Prototipagem;169967.90
3746;Projeto fictício 3746 - Saúde digital;BA;AC;2023-04-30;Prototipagem;5991414.47
3747;Projeto fictício 3747 - Energia limpa;GO;BA;2025-07-28;Desenvolvimento;4966141.41
3748;Projeto fictício 3748 - Indústria 4.0;SP;GO;2023-02-09;Concluído;213628.44
3749;Projeto fictício 3749 - Biotecnologia;SP;RJ;2025-12-27;Pesquisa;1676994.88
3750;Projeto fictício 3750 - Agricultura;PE;SP;2023-09-07;Prototipagem;3711572.76
3751;Projeto fictício 3751 - Agricultura;SP;BA;2026-09-09;Validação;1401525.75
3752;Projeto fictício 3752 - Energia limpa;AC;MG;2025-04-25;Desenvolvimento;4320736.46
3753;Projeto fictício 3753 - Indústria 4.0;SP;SP;2024-10-27;Validação;2299319.50
3754;Projeto fictício 3754 - Agricultura;AC;BA;2025-10-23;Concluído;4017122.26
3755;Projeto fictício 3755 - Agricultura;AM;AC;2021-01-10;Pesquisa;275096.58
3756;Projeto fictício 3756 - Saúde digital;RJ;BA;2025-03-04;Prototipagem;170645.81
3757;Projeto fictício 3757 - Biotecnologia;PR;AC;2025-10-26;Validação;2406757.97
3758;Projeto fictício 3758 - Indústria 4.0;DF;PE;2021-01-28;Pesquisa;3817891.73
3759;Projeto fictício 3759 - Biotecnologia;DF;AM;2025-04-16;Validação;2081261.15
3760;Projeto fictício 3760 - Biotecnologia;AM;RJ;2021-01-02;Validação;2085153.94
3761;Projeto fictício 3761 - Biotecnologia;PE;AM;2022-01-15;Validação;5681153.92
3762;Projeto fictício 3762 - Saúde digital;PE;BA;2022-10-30;Concluído;566253.50
3763;Projeto fictício 3763 - Biotecnologia;CE;AM;2024-08-22;Pesquisa;4731068.41
3764;Projeto fictício 3764 - Energia limpa;SP;SP;2024-11-10;Validação;182821.94
3765;Projeto fictício 3765 - Agricultura;RJ;PE;2022-11-11;Validação;593683.64
3766;Projeto fictício 3766 - Biotecnologia;RJ;RS;2025-01-16;Concluído;4317936.23
3767;Projeto fictício 3767 - Indústria 4.0;DF;BA;2023-02-20;Concluído;3543724.03
3768;Projeto fictício 3768 - Biotecnologia;AM;AM;2026-03-15;Desenvolvimento;2253378.04
3769;Projeto fictício 3769 - Biotecnologia;AC;CE;2026-03-24;Pesquisa;5176384.89
3770;Projeto fictício 3770 - Saúde digital;DF;MG;2026-04-21;Concluído;528510.95
3771;Projeto fictício 3771 - Indústria 4.0;DF;MG;2022-06-30;Validação;5178147.01
3772;Projeto fictício 3772 - Biotecnologia;MG;PR;2024-05-14;Desenvolvimento;4815550.31
3773;Projeto fictício 3773 - Indústria 4.0;SP;SP;2023-02-25;Concluído;1508473.39
3774;Projeto fictício 3774 - Energia limpa;RS;CE;2021-08-31;Pesquisa;494866.30
3775;Projeto fictício 3775 - Agricultura;AM;SP;2026-03-06;Concluído;4113297.97
3776;Projeto fictício 3776 - Saúde digital;RJ;DF;2024-11-06;Concluído;3580265.71
3777;Projeto fictício 3777 - Indústria 4.0;GO;SP;2023-11-11;Desenvolvimento;4975091.86
3778;Projeto fictício 3778 - Agricultura;MG;RJ;2024-05-11;Pesquisa;1350382.69
3779;Projeto fictício 3779 - Indústria 4.0;GO;SP;2021-03-03;Concluído;4713354.40
3780;Projeto fictício 3780 - Biotecnologia;RS;GO;2025-07-10;Desenvolvimento;4256914.93
3781;Projeto fictício 3781 - Indústria 4.0;MG;AC;2026-09-12;Pesquisa;4526984.25
3782;Projeto fictício 3782 - Indústria 4.0;AC;PR;2024-01-10;Prototipagem;4131042.10
3783;Projeto fictício 3783 - Energia limpa;BA;PR;2024-03-10;Validação;3650461.07
3784;Projeto fictício 3784 - Energia limpa;GO;AM;2024-10-02;Concluído;492201.46
3785;Projeto fictício 3785 - Saúde digital;RJ;AC;2022-03-28;Concluído;3238191.17
3786;Projeto fictício 3786 - Biotecnologia;RJ;PE;2023-08-07;Prototipagem;5519462.20
3787;Projeto fictício 3787 - Energia limpa;AC;MG;2024-12-25;Validação;2844182.60
3788;Projeto fictício 3788 - Biotecnologia;MG;RJ;2024-03-31;Desenvolvimento;392593.65
3789;Projeto fictício 3789 - Agricultura;GO;CE;2023-09-06;Prototipagem;1163753.13
3790;Projeto fictício 3790 - Saúde digital;PE;AM;2024-12-19;Concluído;2404524.53
3791;Projeto fictício 3791 - Saúde digital;CE;RJ;2024-05-03;Validação;866606.38
3792;Projeto fictício 3792 - Biotecnologia;CE;BA;2021-03-22;Desenvolvimento;4449494.12
3793;Projeto fictício 3793 - Agricultura;MG;CE;2023-08-21;Validação;5505270.92
3794;Projeto fictício 3794 - Energia limpa;AC;RJ;2024-09-20;Validação;5323624.18
3795;Projeto fictício 3795 - Saúde digital;DF;RS;2023-09-14;Concluído;3257726.86
3796;Projeto fictício 3796 - Indústria 4.0;PE;PE;2021-04-16;Pesquisa;708746.05
3797;Projeto fictício 3797 - Saúde digital;RJ;CE;2022-04-29;Pesquisa;3210546.18
3798;Projeto fictício 3798 - Indústria 4.0;CE;AM;2022-09-26;Pesquisa;5543068.67
3799;Projeto fictício 3799 - Agricultura;MG;AC;2025-11-20;Pesquisa;1164416.54
3800;Projeto fictício 3800 - Saúde digital;DF;PE;2023-03-06;Concluído;2509333.80
3801;Projeto fictício 3801 - Energia limpa;RJ;GO;2023-11-15;Desenvolvimento;234187.81
3802;Projeto fictício 3802 - Energia limpa;BA;RS;2025-04-30;Desenvolvimento;4722512.80
3803;Projeto fictício 3803 - Saúde digital;DF;BA;2023-10-26;Prototipagem;5971240.42
3804;Projeto fictício 3804 - Agricultura;SP;PE;2022-04-16;Validação;3309858.02
3805;Projeto fictício 3805 - Indústria 4.0;PR;DF;2026-06-30;Validação;4011351.57
3806;Projeto fictício 3806 - Indústria 4.0;CE;DF;2022-05-20;Desenvolvimento;1379037.36
3807;Projeto fictício 3807 - Biotecnologia;RS;RS;2024-03-30;Concluído;3688361.23
3808;Projeto fictício 3808 - Biotecnologia;AM;MG;2021-01-21;Desenvolvimento;4268582.09
3809;Projeto fictício 3809 - Agricultura;RS;PR;2023-01-12;Validação;4472290.36
3810;Projeto fictício 3810 - Indústria 4.0;PE;DF;2024-07-29;Concluído;4933151.11
3811;Projeto fictício 3811 - Agricultura;PR;CE;2023-07-30;Validação;3124347.86
3812;Projeto fictício 3812 - Saúde digital;SP;RS;2025-08-16;Prototipagem;5523711.13
3813;Projeto fictício 3813 - Agricultura;RJ;AC;2023-11-29;Prototipagem;4156961.63
3814;Projeto fictício 3814 - Biotecnologia;RS;SP;2024-11-03;Validação;5924194.01
3815;Projeto fictício 3815 - Indústria 4.0;AM;CE;2022-09-04;Concluído;3529448.71
3816;Projeto fictício 3816 - Saúde digital;AC;AM;2022-01-03;Prototipagem;5013657.24
3817;Projeto fictício 3817 - Agricultura;PE;SP;2022-07-23;Prototipagem;186324.35
3818;Projeto fictício 3818 - Biotecnologia;RJ;SP;2021-09-07;Concluído;3671010.98
3819;Projeto fictício 3819 - Saúde digital;DF;RJ;2024-04-25;Validação;2154345.72
3820;Projeto fictício 3820 - Saúde digital;SP;AM;2023-07-30;Prototipagem;1847220.84
3821;Projeto fictício 3821 - Biotecnologia;PR;SP;2026-05-31;Desenvolvimento;1370294.21
3822;Projeto fictício 3822 - Energia limpa;PE;BA;2022-12-11;Prototipagem;2354877.34
3823;Projeto fictício 3823 - Biotecnologia;CE;RJ;2021-10-29;Concluído;3315960.70
3824;Projeto fictício 3824 - Agricultura;AC;AC;2026-06-03;Prototipagem;1301888.61
3825;Projeto fictício 3825 - Biotecnologia;MG;DF;2025-03-25;Prototipagem;360262.59
3826;Projeto fictício 3826 - Indústria 4.0;AM;PR;2024-03-11;Prototipagem;4476094.14
3827;Projeto fictício 3827 - Agricultura;MG;DF;2025-09-23;Prototipagem;3443515.75
3828;Projeto fictício 3828 - Indústria 4.0;RJ;GO;2023-09-28;Desenvolvimento;5148113.15
3829;Projeto fictício 3829 - Energia limpa;DF;AM;2025-04-04;Validação;5441349.01
3830;Projeto fictício 3830 - Agricultura;CE;PR;2024-05-15;Pesquisa;5190760.95
3831;Projeto fictício 3831 - Agricultura;SP;RS;2024-01-05;Concluído;1641734.87
3832;Projeto fictício 3832 - Indústria 4.0;CE;RJ;2024-10-12;Pesquisa;5219540.29
3833;Projeto fictício 3833 - Biotecnologia;DF;CE;2022-05-18;Concluído;2904073.64
3834;Projeto fictício 3834 - Biotecnologia;RS;DF;2022-04-14;Prototipagem;121733.75
3835;Projeto fictício 3835 - Agricultura;DF;AM;2026-06-17;Validação;391022.25
3836;Projeto fictício 3836 - Indústria 4.0;RJ;PE;2024-06-17;Concluído;3254751.41
3837;Projeto fictício 3837 - Biotecnologia;RS;BA;2025-06-29;Validação;1379272.12
3838;Projeto fictício 3838 - Energia limpa;RS;BA;2025-08-17;Pesquisa;2185971.27
3839;Projeto fictício 3839 - Saúde digital;PE;PE;2022-11-29;Validação;3186902.92
3840;Projeto fictício 3840 - Indústria 4.0;DF;CE;2026-01-21;Prototipagem;2915262.94
3841;Projeto fictício 3841 - Energia limpa;AC;SP;2025-07-12;Prototipagem;4541991.59
3842;Projeto fictício 3842 - Indústria 4.0;RJ;BA;2021-01-04;Desenvolvimento;3634319.60
3843;Projeto fictício 3843 - Saúde digital;GO;CE;2021-03-17;Validação;914148.09
3844;Projeto fictício 3844 - Biotecnologia;DF;PR;2021-07-04;Validação;2897261.71
